text,stars,date,vehicle
"I would like to say that I love this Jeep, but it has been nothing but problems. The sensors keep malfunctioning. I have had it back to the dealer 3 times and they still don't know what is wrong. At night the interior dash and screen lights flash bright and dim continuously. Somehow Jeep does not see this as a ""safety"" concern so they won't rent me a car now. I have to continually adjust the windshield wipers while I'm driving in the rain because the automated system slows down when it rains too hard. My Jeep only has 5000 miles on it. I bought the 4x4 so I could have fun on the weekends, but this is no fun. ",1,11/03/2023,2024 Jeep Compass
"Garbage, I currently own to of the line Summit reserve 4xE. Fully loaded. With only 17000 miles on it, I hear all kind of noises inside the care, something is rattling inside the both front doors. Speakers making a weird sound when you have the base on. It has no power to lift off or when you trying to pass someone. Very stiff on bumps even the small ones. It’s only 10 months old, I tried to get rid of it and the value dropped down dramatically from 83k to 50k within 10 months. Literally the Jeep dealership said we can’t buy it from you because no body is interested in it. ",1,10/03/2023,2023 Jeep Grand Cherokee 4xe
"When we bought the Jeep, we were in a financial bind due to our newborn being in the hospital for 7 months. We needed a quick fix, which was to get rid of the vehicle we had to get back GAP money, etc. to help us out. We told the salesman that even though we needed a quick fix, we needed a cheaper note and a reliable vehicle for our family. This vehicle is NOT reliable in any way. For starters, we have had automatic windshield wiper issues from day one. The wipers don't work when it rains and will turn on when it isn't raining. We have brought it back with those concerns, and the problem was ""fixed""... it was not. I have tried making other appointments about this issue but they are swamped and never have an appointment time that we can make (we have jobs). They also never have a rental car for us to use but expect to hold my vehicle overnight. How do they expect a working family to get everyone where they need to be without a vehicle? Other issues that make this vehicle unsafe and unreliable for my family is: -the automatic start doesn't work (it is 104 degrees in Louisiana and my 1 year old cannot get in a vehicle that hot) -The keyless entry works when it feels like it. (I had to put my one year old on the ground in the parking lot of walmart, along with my groceries, to find my keys and open the door. In this environment, that is NOT safe and not okay.) *Both if the previous complaints have been shown to other car salesmen and they could not figure out why it wasn't working. -The air vent system is a design fault. (my one year old son, who is in a rear facing carseat, has to have two fans attached to his seat to feel any air. The vents are in front of his seat. With the vehicle only having one blower motor, it is as if it doesn't have the capability to cool the entire vehicle. We have had to put growing our family on hold because I WILL NOT have an infant die of SIDS because it gets too hot in the vehicle.) -The front,center lights have to be pushed 4-5 times for them to decide they will stay on. I have pushed them on to try and find something and while looking for it, they turn off. This is not okay. -the liftgate will malfunction from time-to-time, where it decides it will not open. Even when the keys are present, it will not open. -On top of the tech system freezing up all of the time and us being told that it is just ""an update issue""... For a vehicle at this price, we should NOT have these issues. We fill as if we were taken advantage of at a low point in our lives for them to profit off of our tahoe, and give us a piece of crap vehicle. If I wasn't paying for all of these things, then it would be understandable for me to have a car with issues, but that is not the case. We are ultimately frustrated with the vehicle and the dealership.",1,10/03/2023,2024 Jeep Grand Cherokee L
"Excellent new rig from Jeep. By keeping it in hybrid most of the time I'm averaging 26mpg in city and 30+mpg highway - a major improvement over my old gas powered TJ and JK rigs with their average of 13 mpg on a good day. Engine doesn't feel like I've traded any power for this efficiency, which is fantastic. It took a bit to get used to how the engine sounds, but that's a me problem. You're not going to get that big, powerful Jeep rumble with a PHEV. So far it's been a dream on light trails and on the beach, as well. I haven't tested the towing capacity yet, but expect it will handle my trailer just fine. We have a lot of mixed terrain and slick weather where I live and the Jeep has been stable to drive: hugging the pavement when it's icy, surefooted in snow, good traction in wet sand, and solid on rain-slicked winter roads. It hasn't given me any problems on hills at all, though the real test will be when I go over the pass for the first time. I expect it will handle that well also. One aspect of having a PHEV Jeep that I find delightful is the ability to put it in esave mode and then run on electric once I reach the trailhead. It's been a pleasure to do some light off roading in relative quiet and actually hear nature instead of a loud engine. There is a tradeoff in my gas use efficiency when I do that, of course, but it's worth it. Just like my standard shift Jeeps, I expect choosing the correct dealer is going to make a difference with these Jeeps going forward. With my stick shift TJ and JK, finding a dealer in this decade that still understood stick shifts and their quirks was essential. Now I think finding a dealer that understands the combined complexities of a hybrid engine and a rig built for off road use will be key to owner happiness. My only personal gripe with this Jeep so far has nothing to do with the rig - it's that I detest the color blue ;) Happily, a quick de-badging session this summer when it's not so cold will take care of that. My only broad gripe with this Jeep is the price point! This Rubicon feels like it would be more appropriately priced in the $50K range new but I see it being sold as high as $80K in some areas. Overall, 10/10, absolutely pleased with my purchase. Can't wait to see how the models continue to improve and innovate as Jeep gets more time in the electric vehicle space.",4,02/03/2023,2024 Jeep Wrangler 4xe
"At first, this was an amazing vehicle; then within two (2) months of owning it, the Infotainment System went completely black while on a trip with my daughter. Took us a while, but after looking at YouTube videos in the middle of a gas station parking lot in another state...we did a hard/factory reset and the system came back on. Made dealership aware, they ""updated"" the system and told us that it was fixed. Problem continued and even after sending video to dealership, they still would not fix it because they ""could not duplicate it"" in the garage. Taking the Jeep into the dealership for the 3rd time with the same issue, we were able to show them what happens; after the dealership representative tried multiple times to get the screen to come on, she was shown how to do the factory reset and the screen came on. NOW they say they will replace it... Also, kept hearing a knocking sound when the vehicle was in idle; took it to Dealership and was advised that the water pump needed to be replaced, yet so did a gasket. That has been completed. We're still waiting on a new Infotainment System, and now the knocking is back, and we've not even driven it more than 50mi since the replacement. We've had the vehicle a year and it doesn't even have 20k miles on it yet. COMPLETE lemon and waste of our money. For this price; go with a far better built vehicle than the Jeep Grand Cherokee L!!!",1,01/03/2023,2024 Jeep Grand Cherokee L
"We've had this Jeep for a year now and we've had multiple issues and have had to take it into the dealership many times. There have also been 2 recalls just in the past year. Once I was driving it down the highway and it completely stalled out and I had to drift over to the shoulder. On multiple occasions driving on the highway it will start shaking for no reason as if we were going down a gravel road. Also for an electric vehicle it's actually really loud. Sometimes it's silent and sometimes the engine is super loud, way louder than a normal gas powered car. Overall I don't feel safe driving it and it is extremely overpriced.",2,11/02/2023,2024 Jeep Wrangler 4xe
"The EV doesn't work in Colorado's cold weather. The 2.0 liter has to lug around all that extra weight, all winter, until the weather warms up in the spring.",1,11/02/2023,2023 Jeep Grand Cherokee 4xe
"Like an abusive relationship I want this vehicle to be good to me but it has a new problem every week it seems. I ordered it new and right from the day I picked it up is has been one thing after another. I've put 14000 kilometers on it so far and not only baby it but am meticulous with maintaince , especially with it being my first new vehicle. I've had Wranglers in the past so I know how they drive but this is the worst one ever. It's like walking a curious puppy, everywhere but straight. It appears to have play in the drag link where it ties into the pitman arm. Other problems so far...noisy lifter every once in a while , brakes lose vacuum if parked more than a day. Pully bearing noise when cold, pinging (detonation) even on 93 octane gasoline. Missing speaker clips, extra bolts found on floor when I picked it up. too many squeeks and rattles to list including very loose chrome bezles on the dashboard. paint different shades on small panels around cowl. All this from a car company that us taxpayers bailed out years ago. How do dealers repay us ?, buy charging above MSRP prices for poor quality products. (Its 3.6 etorque automatic but the dropdown did not have this)",2,02/02/2023,2022 Jeep Wrangler
"Perfect for a big family, there is lots of storage and its fun to drive! ",4,03/01/2023,2023 Jeep Cherokee
"We purchase the grand Cherokee Summit Reserve 4XE. It has tremendous. Curb appeal and high end finishes inside. The McIntosh system pushes It over the top along th the night vision and auto elevation. Driving for fuel efficiency takes some learning. Also you will receive a level II charger at home. I you morning errands under 30 miles total, return home for lunch and charge for two hours, you can knock out afternoon miles and barely use ANY gasoline. For my driving (less than 50 miles per day), I’m only using one tank of gas (18 gallons) ever six weeks. With intermediate level 2 charging in the middle of the day, I’m killing the statistics on fuel efficiency. However, long trips are a real game change. I’d you venture further than 13 miles from home for your average trip, you will burn significantly more fuel. It will drag down your fuel efficiency something serious. Will you save money on fuel? That depends on your reference. For a big substantial SUV it does ok. Better than a gas version by far. But e price is way too high to save money in most instances. Factor in the cost of a Level 2 charger and it will take a long ti for most peopl to recover the added cost of the EV power plant. Just going to close by saying I love this SUV. It’s perfect for my life style and driving. Didn’t buy it to save money. Bought it because I love it!",5,01/01/2023,2023 Jeep Grand Cherokee 4xe
We have a Wrangler 4xe and the GC 4xe is even better. Rides and drives like a refined luxury SUV. ,1,12/12/2022,2023 Jeep Grand Cherokee 4xe
"Great overall vehicle. I had the engine light come on the first week of ownership, turned out it was just the gas cap...thankfully, other than that it's been great. I live at the end of a 2 hour long drive down a logging road and use it for my weekly commute to the city. I use electric mode in the city and e-save charging mode when driving to and from home which keeps it charged to 95%. The added cost is about $2 in fuel per trip for keeping it charged (meaning; I run all over the city for only $2) I am also prepared for malfunctioning components since it is only a second year production version.... if you are not prepared... don't buy one yet! I have to say.... I love mine!",5,10/12/2022,2024 Jeep Wrangler 4xe
"We are in the third try of a very harrowing experience for my daughter - it losing power while driving home late at night on highway ... Dealerships say ""battery"", it says ""Transmission and Powertrain"" clearly on the warning, red lights galore, won't go into park, won't shut off (so then battery goes dead duh) - Getting the run around and putting my daughter's live at great risk. Have only off roaded like 3 times within this time of ownership (Purchased new). Had a recall and I believe, though my daughter remembers it jerking once on the road to Colorado, but since recall it's been a shitty unreliable scary vehicle. Trying to find reviews and other people experiencing this as hearing Eco Diesel is a great cause for troubles (drats) although when I did review it prior to purchase it was all ""reliable, rugged, responsive"" etc.... So now what? I have no idea. Writing to the CEO, the new guy that wants just battery powered Jeeps on the road and is concentrating more on China and other markets vs. the United States - so do not see it going very far with him. Trying to write Attorney General's office, BBB, who knows, anyone who might even care about the life of a teenage (responsible) driver driving a unreliable Jeep at night from work. I'm at a loss that these in the service departments are avoiding the Transmission and Powertrain warnings so this time around, I am not budging. I'm going to start a Jeep instagram relaying the story of the uncaring way they are sluffing off this dangerous experience - I'm horrified and wonder why I keep supporting ""American"" products. I bought NEW so I would not have to worry about service, safety or reliability - Jeep proved me wrong as are each service department within the Phoenix metropolitan area. Frustrating for certain. Looking into Lemon Law, Lawyers, justice courts as this is ridiculous. Suggestions? Anyone experience this? If so, please direct me to what you are doing. ",1,09/12/2022,2022 Jeep Wrangler
"I love my Jeep! It’s roomy, solid body, and has back up camera! I have the soft top. I love that I can push it back to the second roll bar by myself. The ride is much smoother than older models. I just wish it was better on gas and came with a gas cap cover standard. ",4,05/12/2022,2022 Jeep Wrangler
Purchased a 2022 Jeep Cherokee Trailhawk in May of 2022. Vehicle is fine .. my 7th Jeep. OEM Firestone Destination AT tires are extremely loud. Under 40 mph sounds like a Leer jet landing. Since they are original equipment neither Firestone nor the dealer would do anything since they were not “defective”. I’ll probably have to pay myself to replace these tires since the road noise at times is unbearable. Only 3000 miles on the car. Pay close attention to road noise before buying a vehicle with these tires.,4,07/11/2022,2023 Jeep Cherokee
"So far so good. I like the way the seat kind of wraps around me. It is comfortable. Everything is easily accessible in my field of view or within my grasp. This Jeep has some zip to it. I only wish it had the option of turbo or something but alas it has that lumber that a Jeep has. Overall, I am enjoying the experience. ",4,01/11/2022,2024 Jeep Compass
I love my new 2022 keep compass thank you,5,01/11/2022,2024 Jeep Compass
"I've had mine for 4 weeks and just put gas in it for the first time. The all electric mode in town is perfect for me. Most of my daily commuting is 12-16 miles. I pay attention to keeping it charged which is more enjoyable than always paying at the pump. The 375hp/470 lbs of torque is an absolute blast! I'm coming from an Ford F350 and F150; and the other vehicle in my garage is a 2020 Toyota Land Cruiser HE. Certainly the Land Cruiser's fit-n-finish, ride quality and extremely powerfully V8 are great but, the off-road prowess and quality build of this hybrid Jeep is second to none. And yes $68K is expensive but, the heritage (1941), over-built reputation and ability to tackle anything in New Mexico and/or Colorado is an incredible confidence boost. Not to mention there are Jeep dealers/service almost anywhere in The US is very comforting. Hybrids make good sense when you think of the storm that just hit my home state of Florida where there was no electricity available for an extended time. Finally it's a Jeep and that's pretty cool.",5,10/10/2022,2024 Jeep Wrangler 4xe
"I’ve had mostly BMWs and Audis over the years and cycled through a few TJs and a YJ as a weekend car. I’ve been driving my 4Xe as a daily for 6 weeks now and love it. It’s quiet, comfortable and generally fun to drive. Not a rocket but definitely quick enough to merge. It is loud on the highway and something to consider if you travel long distances. For me and my short commute, it’s perfect. I got 900 miles on my first tank of gas and average 32 MPG in hybrid. With everything going on in the world, it just makes me smile. Is it for everyone? No. Update, 7 months and 3,600 trouble free miles. I also took it offroading and loved the regen braking, quiet ride and torque. Sorry to those having trouble with theirs but still loving mine!",5,09/08/2022,2024 Jeep Wrangler 4xe
"Sturdy . nice ride , sharp looking ( opinion ) , snappy too!",5,08/08/2022,2024 Jeep Compass
My wife was recently left stranded on the side of the road because spare tires and jacks are no longer provided. I was told that a tire inflator is provided instead. What good is a tire inflator if the tire is punctured? They also told me that this is to reduce weight and improve fuel economy! Who was in the meeting that approved this [non-permissible content removed]? Where is the common sense in this? I’ll give up a fraction of a mpg not to have my family stranded. Thank you morons!,1,11/07/2022,2023 Jeep Renegade
"I love my Sarge Green Willys Sport 2-Door, V-6, with Manual. I researched my build options to death before custom order. It looks and feels like a mean, green, jeepin machine. It also fits nicely in my garage. I'm an empty-nester, so 4-Door was out; I like the 2-Door looks better. She zips and punches nicely; straighten the curves, flattin the hills...",5,08/07/2022,2022 Jeep Wrangler
"Update: After 30,000 miles, I haven't had any issues with the Cherokee besides the sluggish downshifting that is well-known on the 9-speed. Putting it into Sport mode eliminates the issue, but sometimes you need speed quickly, and the delay can be frustrating. Other than that, there has been few complaints, and I still love how it handles on and off road. I needed an SUV with some real off-road ability while maintaining on-road drivability, and this has come through in spades. It drives beautifully, and its off-roading ability is supurb. Just a first class combination. I am not one of those people that buy a 4x4 because I ""might"" need it. I do need it because I hike, snowshoe, go to the dunes, do off-roading, etc. I have already done very technical off-road trails, went through deep snow and mud, and driven on dunes, and it has handled them all beautifully, and I have had all the power and torque that I needed on road and off. There are a lot of smart details that I love about this. As an example: when driving on the sand, you need to lower the psi in your tires. Well, when you are back on the road, you need to air up your tires again. When airing up, the Trailhawk will actually honk the horn when your psi is correct. When I was in the snow, it automatically turned on the heated seats and steering wheel. Those are just a few of the details that have set the bar to a new limit. A few cons are the gas milage and purported reliability, but I will have to see about maintenance issues down the road. My second choice for a vehicle was going to be the Subaru Forester, but I can guarantee you I have already been in situations where the Forester would have been stuck in the mud, both figuratively and literally....",5,07/06/2022,2023 Jeep Cherokee
"Great car had it for almost a year love love the features of it love it when I had it it only had 49 MI at which at first I thought was 48,000 but found out that was only 48 miles",5,04/06/2022,2023 Jeep Renegade
ive had rubicons before at this event and had to put them in 4 low and engage the frt and rear lockers for the white tail 4 hour trail ride the last 2 years...this year totally different...my 392 is all wheel drive and its a total beast on the trail and on the moderate/advanced obstacle course....NEVER had to lock it in...its already all wheel drive...funny how 90% of the jeep people had never even seen one...cant make this s..t up...and the sound and power this jeep has should be against the law...aint no ford bronco ever going to come close to this jeep....,5,03/06/2022,2022 Jeep Wrangler
Love the Jeep Cherokee.,5,02/06/2022,2023 Jeep Cherokee
We love our Jeeps!,5,01/06/2022,2024 Jeep Compass
So far I am enjoying my new 2022 compass trailhawk. I have not used it off road or in the snow sand or mud yet but that will come soon in the future. A lot of tech in this new compass. The ride feels smooth and comfortable. ,5,12/05/2022,2024 Jeep Compass
The power one touch roof on our Wrangler Rubicon 4xe is amazing. This is a fun vehicle!,5,06/05/2022,2024 Jeep Wrangler 4xe
"Overall I highly recommend this car Attractive styling and high-quality interior materials,The seats are very comfortable, build quality, craftsmanship, and ease of use in driving and infotainment interaction was enough for me to purchase the vehicle. almost walked away based on Expert reviews, glad I didn't , Drive it yourself and see for your self",5,02/05/2022,2024 Jeep Compass
"A bolt was installed on a harness causing all the wiring to fry and blow fuses. The vehicle has been at the Chrysler Jeep dealership service department in Culpeper, VA since June 1st and is still not repaired after 4 months. Apparently Brad the owner doesn’t really care if consumers have a car to drive. Consumers should just make monthly loan payments for a brand new car they are not able to drive. ",1,10/04/2022,2023 Jeep Cherokee
"I just recently traded in my 2012 Jeep Liberty, as a military wife of an active duty service member that Jeep has followed me all over America and Europe. I did a lot of research before I purchased my new 2022 Jeep Wrangler 4xe, I pretty much engulfed myself with all things Jeep for over a week. Well, my new purchase did not let me down. I still had the same comfort I did with my Liberty, but with all the technology perks. I basically have a computer assistant while driving, the ride was really smooth and quite, most of the time I couldn’t tell it was on. I drove 23 miles on a full charge and didn't need the gas to take over. It was raining really hard on the highway, and it wasn’t that loud like the older Wranglers used to be. The battery comes with a 10 year/100,000 mile warranty, that’s long enough to keep my mind at ease. I purchased the extra 85,000 mile warranty from the manufacturer, and was told that if we get stationed overseas it will be honored at any Jeep dealership. This was a huge plus for me and my family. Over all, yes read the reviews but I am really happy with my purchase. I’ll be able to charge my Wrangler overnight, and make my commute to work completely on battery power, and I still feel safe enough that if I run out of battery charge my gas will kick in smoothly without me doing anything. Because that’s exactly what happened, when I did run out of battery and the engine kicked in on the highway I could hardly feel the change. This Jeep will not only save me money on gas, but it’s going to be fun for my family. I strongly recommend it, and I look forward to the day that the price will go down so everyone can be able to see how great this Jeep really is.",4,09/04/2022,2024 Jeep Wrangler 4xe
Have 7000 mile on it now and no problems at all. I bought it because it fit in my old model T garage built in 1920 along with the house. Do not like leaving my cars outside so this fit perfect.,5,07/04/2022,2023 Jeep Renegade
"2 months after I bought it, the charging module died. When the part finally comes in it will have been 5-6 months of not being able to charge it. It likes to do a fuel and refresh mode which is extremely loud. It is supposed to be because when it's not using the motor it needs to get the oil and gas moving around. My jeep won't let me charge it but it still makes extremely loud refresh mode noise. Chrysler should not build vehicles they can't fix right away. What a joke. There is also less room in it because of the battery. I couldn't use the employee discount and I couldn't get a tax rebate for getting a hybrid. You only get that if you buy a Pacifica. I should have just kept my 2017 Jeep Wrangler.",1,07/04/2022,2024 Jeep Wrangler 4xe
"I was forced to buy a new car because of an engine failure so I was not excited about getting this car. It was on the lot and in my price range. Overall it is not a bad car. I used to drive a GMC Acadia and this is ALOT smaller so that is a big change for me. The car has some nice features, fuel economy is pretty good. I am averaging about 26-27mpg with suburban driving. The 4 cylinder engine is a little sluggish (not terrible for average driving) and the transmission has some strange shift points under load and from stopped. My car doesn't idle that smoothly for a 4 cylinder. I have a 2022 Jeep Grand Cherokee L that idles smoother with the V6. If you can afford it the Grand Cherokee L is a great car. I'm 5'11"" 190lbs and if you are bigger than that I would look for something else. I feel a little cramped when driving. Maybe I would like it more if I wasn't forced into buying a new car during the absolute worst time to buy a new car. Would I buy it again? No, but just because I would want something else not because it's a bad car.",3,03/04/2022,2024 Jeep Compass
I bought Sahara Jeep 2022 on September and on November I have a accident that cost me a total lost the problem was the brake malfunction this side stop the car my car was accelerated so I have to hit the building to stop the car if anybody has the same problem be careful after all try to make complaints to the headquarters of the Jeep Wrangler they just ignore me has not helped I druther to put zero stars but it’s not options.,1,12/03/2022,2024 Jeep Wrangler 4xe
"I purchased a 22 Jeep Compass Limited, and after 4,000 miles, I am more than happy. The interior is a thing of beauty, and the exterior is quite handsome also. The uConnect system is outstanding, wireless Apple CarPlay with multiple users is awesome, along with the audio sounding excellent. Plenty of space, plenty comfortable. So many professional reviews complain about the power train, but let me tell you , it is more than ample, I have no complaints whatsoever, it's got plenty of ""go"". Keep in mind, this is an SUV, not a Challenger. My previous experience with another brands direct injection engines was horrible. Avoid those engines at all costs !! I'll stick with Jeeps reliable 2.4. Yes, it could get better mileage, but overall, I am more than satisified. I highly recommend the 2022 Jeep Compass Limited 4x4",5,11/03/2022,2024 Jeep Compass
"Great quality, and very comfortable, meet's all my needs.",5,10/03/2022,2023 Jeep Grand Cherokee 4xe
"If you're buying this to flat tow behind an RV, BEWARE. This is the worst possible transmission for disengagement. It's all electronically controlled and there are literally 20 numbered steps required to complete this process and 15 to reverse the process. While towing the vehicle there is no way to lock into this mode or to know if the car might have slipped back into engagement. The result is burning up your transmission at a cost of $15,000 for the dealer to fix it. Yes, this is the voice of experience. The service manager looks at his computer, which tells him that the transmission was not disengaged therefore it's your fault. I can't imagine a more ridiculous design and the dealership is not going to tell you about it because most of the sales people don't have a clue how this transmission works. By the way, if you opted for the extended warranty, don't count on it. That funny little man that said, ""If anything happens you come see me."" didn't mean a word of it.",2,05/03/2022,2023 Jeep Cherokee
"There are several big issues. First, it's not a hybrid. You either use all your battery or all your gas. Second, it's not for road trips. Only 18mpg over 60mph. It's lugging around 800 lbs of electric weight if it's in gas mode. Third, when the gas engine doesn't run much, the extra gas isn't burned off and ends up in the oil pan, increasing the oil level. Read up on it in the groups, it happened to mine as well. Fourth, if you live in the cold weather, just be prepared to go out some days to a completely empty battery. Don't know what drains it, but happened to me on more than one occasion. But, I still give it 2 stars for the smoothness, refined materials and feel. Driving it was super smooth, only wish the battery would last more than 20 miles. 240v charge time is 2.5 hrs. 110v charge time is over 14 hrs. It was built for mall crawling or beach rides. If you even think about going on a trip, just make sure you know its only going to be 18mpg in ""hybrid"" mode. ",2,11/02/2022,2024 Jeep Wrangler 4xe
Love it love it,5,08/02/2022,2024 Jeep Compass
"Love it. Pros: It's refined on the inside. Clean lines. Classy. Info center and Driver Display huds are exactly what I wanted in a vehicle, vented and heated seats, Great panoramic moon roof. Enough storage for me, at 46 to haul what I need back and forth to storage etc. MOPAR app is great, when my daughter is driving it I can see exactly where she is and how fast she is going. Engine isn't ""that"" bad. Wireless Android Auto. Wireless Carplay. Great safety features. Auto high Beams, Adaptive Cruise Control. Cons: No Homelink, Back window visibility, while the engine isn't ""that"" bad, it definitely isn't ""that"" good either. Needs a tune on the transmission... although Pedal Commander fixes that right up. Final Thoughts: Add a slightly more powerful engine, better tuned transmission and Home-link, and wireless charging I would have gladly paid another 10 grand. ",4,07/01/2022,2024 Jeep Compass
2021 excellent ride.smooth shifting transmission .powerful 6 cylinder engine .no complaints.good quality,5,01/01/2022,2023 Jeep Cherokee
"This is my dream car! This Jeep is definitely one of a kind. It’s a right hand drive, which you differently don’t see much out here. So far, I haven’t had any problems with this car. Everything is perfect, from being comfortable to being one of the most reliable rides I’ve ever driven. You can never go wrong with a Jeep! ",5,08/12/2021,2022 Jeep Wrangler
Has all the touches that I needed! Drives great,5,01/12/2021,2023 Jeep Cherokee
"This is my dream vehicle and a retirement gift to myself. I'm 6'02"" and I have plenty of room for my legs and knees. It has plenty of options to upgrade and the best part of this vehicle is the engine; 2.0L I4 DOHC Turbo Engine with Start Stop - this feature can be manually shut off if you don't care for it. Unless you're going to be hauling a very heavy load or doing serious off-roading, you should buy the 6 cylinder engine. The engine's HP/Torque ratio compared to the 6 cylinders are very close. I purchased this Jeep without any running boards b/c I can save a few bucks by purchasing an after-market kit. It comes with a Jeep toolkit, extra wheel locks, and a rear backup camera cover in order to protect it while you're driving off-road in gravel from any debris that may damage the lens. It has plenty of power and the all-wheel disc brakes work fantastic. I will have this vehicle for the rest of my life...",5,01/12/2021,2022 Jeep Wrangler
Great vehicle. I couldn't be happier with it.,5,05/11/2021,2022 Jeep Wrangler
smooth 9 speed transmission with 3.2 L seemless ess high quality with nice ride,5,10/10/2021,2023 Jeep Cherokee
I love my new Jeep Sahara!,5,05/10/2021,2022 Jeep Wrangler
"Fantastic ride, I feel safe in it. A must to buy!",5,02/10/2021,2023 Jeep Cherokee
Bought brand new 2021 Cherokee 80th anniversary It’s now in the garage for the third time because it won’t start after being turned off. Also the camera in the front is faulty. All this on a brand new vehicle….,1,07/09/2021,2023 Jeep Cherokee
"Overall, it's great little SUV. It has much more room inside than it looks like from outside. The center console's cup holders could have been positioned a little more conveniently. Also, I'm not a fan of lane departure technology as it affects the steering. But this is the first car that I've driven with it so it's probably the same for any car. Can't think of anything else except it handles nicely and seems like it's very well constructed.",5,11/08/2021,2023 Jeep Renegade
The best vehicle i have ever had in my 28 years driving,5,10/08/2021,2023 Jeep Renegade
"I decided to buy a 2021 Latitude Lux as I needed their Active Drive II in order to flat tow the vehicle behind my RV. Active Drive II is a Jeep 'secret' that you only (hopefully) learn about after telling a dealer's representative that you intend to buy a Jeep primarily so you can flat tow it behind your RV. This is one of the very few Cherokees that can be flat towed! Does Jeep know how many hundreds of thousands RV owners are looking for flat towable vehicles and how few there are? Also, why Jeep forces potential Cherokee buyers who need this feature to buy the Lux (Or the Trail Hawk) rather than make it available on all models, especially a more expensive one, is beyond me. That said, our LUX is loaded with other features that make driving it a pleasure! It's quick, steers easy, and handles great! We love our new Latitude Lux and look forward to driving it on a warm sunny day with the sun roof open!",5,04/08/2021,2023 Jeep Cherokee
"We chose the 2020 Jeep Renegade Latitude 4x4 due to features and lease price around 300 a month. Jeep has reduced the price quite a bit on the 2020 year. It has a lot of Latitude features like the bigger Cherokee. Have not driven it much yet, but so far we like it more, compared to my old Patriot. Update; I have driven it the past week and it has no problems with acceleration or transmission. It is great for either highway or city driving. It is every bit a small SUV, and this the sixth jeep we have had in our garage. Kim has the 2016 Jeep Cherokee which is far better than the Mazda CX5 she had. Overall, I give any negative reviews on this Jeep a thumbs down for bias. This jeep is fun to drive and it performs well in traffic. We don't have any passengers besides the two of us, so we don't use the back seats much. Maybe in three years we will get the model with a tow package and make a trip. I like the added altitude package in this jeep. One thing I don't like is there is no full sized spare in many current vehicles, unless you order it or get a tow package. The tire repair kit is OK, but not for long trips where you may need a real spare. I will be getting a full spare tire and wheel soon. MPG may get better after more highway driving. ",4,03/08/2021,2023 Jeep Renegade
"I bought this car a little over a month ago and I love it so far. It has better mileage than my last SUV and has much better and updated tech. The A/C is great and I have no problem with the handling or the speed, but it does take some getting used to. The best part is the exterior styling, the off road and 4x4 capability, Apple Car Play, and cool little Jeep easter eggs all over the place. I have 0 complaints with the quality of the interior and there’s plenty of head and leg room up front. The cloth seats are comfortable and UConnect Infotainment system is very easy to use. Price wise I got a really good deal on it and the only cons I have are the cargo room, the confused 9 speed automatic transmission and that the Infotainment screen goes blank in extreme heat but once the interior is cooled and the screen is rebooted, then all is well. That may need to be dealt with at the Dealership soon but otherwise I love my Renegade and am really looking forward to taking it off roading and am confident come winter that my Renegade Trailhawk will get me to where I need to go.",5,02/08/2021,2023 Jeep Renegade
"This is a fun vehicle. It’s great to drive in town or on the highway. There are plenty of things to buy that personalize the Jeep. And I keep the top and doors off much of the summer. But don’t expect any support from the dealer after you buy your Jeep. In this calendar year I went or called two dealers. One for routine service….which never happened. After two hours I went into the garage and drove it out myself. I couldn’t find the service manger anywhere. Not long after that I got back to the airport from a trip and the battery was dead. No doubt my fault, though I’m not sure what I didn’t do. Probably didn’t turn off the car. So I called AAA, who came right out. While I was waiting, though, I called the nearest dealer and asked about towing (just in case). Three days!! I might buy another Jeep. I’ve had others. But I’ll never go to a dealer for service.",5,10/07/2021,2022 Jeep Wrangler
Very neat smaller yet roomy car,5,11/06/2021,2023 Jeep Renegade
"Had to have a rental and unfortunately was given this vehicle to drive. I’ve had many different types of cars/trucks including 3 Jeep’s in my life. This one is such a pain. First off I hate the start stop push button feature which most new cars have nowadays, but the engine cuts to low gear when stopped at a light which affects the ac. Super annoying!!! The front window is pointless. You can’t see squat out of it if you plan on driving when it’s dark. The condensation is horrible snd can’t be remedied unless you’re using the windshield wipers constantly. It doesn’t matter if the ac is on or heat is blowing, or if the front windshield defrost is on or off. Be prepared to run your wipers and constantly hit the wiper fluid to keep the windshield clear e ought to drive. And it’s obviously a design flaw because the right side is even worse than the left! What kind of class are they using?! Huge oversight on this!! Seeing out the windshield….kind of mportant!!",2,10/05/2021,2023 Jeep Cherokee
"So many options to choose from - finally found Jeep with almost every option we wanted except steps, which were easily added on afterwards. Other options such as seat warmers, & upgraded stereo system, would have been more difficult to add on later…. Very happy with Jeep.",5,09/05/2021,2022 Jeep Wrangler
I wanted a nice jeep but didn't need all the high price addons ,5,04/04/2021,2022 Jeep Wrangler
